condition,seed,epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,42,42,0.2700887193489075,0.88756,0.3288237767457962,0.86048
1,42,43,0.2699465542793274,0.88652,0.32707332374572756,0.86444
1,42,44,0.2672755566978455,0.89056,0.3299854281616211,0.86156
1,42,45,0.2648463515806198,0.89184,0.3304799813365936,0.85996
1,42,46,0.26213371319293977,0.89176,0.3262401360559464,0.86308
1,42,47,0.2619355250072479,0.89272,0.32807863011360167,0.86236
1,42,48,0.2624662581348419,0.8924,0.32934107618808744,0.86248
1,42,49,0.256935518116951,0.89524,0.3306519342803955,0.86256
1,42,50,0.25840324367523193,0.89316,0.3406215279006958,0.85708
1,123,1,0.4662650514793396,0.79892,0.37241132341384886,0.8396
1,123,2,0.3596250525665283,0.84468,0.34987738985061645,0.85016
1,123,3,0.35036634362220764,0.84972,0.343552312412262,0.85404
1,123,4,0.3412574023389816,0.8536,0.3422377074241638,0.85356
1,123,5,0.33865735067367553,0.85444,0.3376497431755066,0.85704
1,123,6,0.33466582159996033,0.8572,0.3355267857551575,0.85824
1,123,7,0.332204273481369,0.85776,0.3505940994262695,0.84588
1,123,8,0.33077116599559786,0.85892,0.3359704485416412,0.85596
1,123,9,0.32778871891021727,0.86048,0.3317494581270218,0.8604
1,123,10,0.32937432715415954,0.85892,0.33937874262809753,0.85364
1,123,11,0.32838243776321413,0.86072,0.3316421236991882,0.85832
1,123,12,0.32661572564125063,0.86048,0.33033028374671936,0.85952
1,123,13,0.3228634726142883,0.86236,0.327827546043396,0.86172
1,123,14,0.3231173193740845,0.86348,0.32657952196121215,0.86128
1,123,15,0.32076139837265016,0.86248,0.32669275753974913,0.8614
1,123,16,0.31835019843101503,0.86456,0.3275327076435089,0.8616
1,123,17,0.3195531086921692,0.86412,0.3289137103366852,0.86064
1,123,18,0.31727789781570437,0.8654,0.3261904664802551,0.85992
1,123,19,0.31681280660629274,0.86464,0.3360237357807159,0.85668
1,123,20,0.31468869557857515,0.867,0.3273561936759949,0.86164
1,123,21,0.3141542323112488,0.86784,0.3242297570133209,0.86252
1,123,22,0.31030112762451173,0.86764,0.3258211680269241,0.86116
1,123,23,0.3103867651557922,0.86636,0.3259164271068573,0.86264
1,123,24,0.3107410162067413,0.8676,0.3235513241863251,0.86256
1,123,25,0.3079971204566956,0.86888,0.32557784521102906,0.86072
1,123,26,0.3112411462211609,0.86908,0.32506004320144655,0.86092
1,123,27,0.3081061436462402,0.869,0.33415657218933104,0.85516
1,123,28,0.30603234156608583,0.8676,0.32422286336898803,0.86156
1,123,29,0.3041210140800476,0.87068,0.3278126213645935,0.86004
1,123,30,0.30423771399497984,0.8708,0.3240169877243042,0.86224
1,123,31,0.3021136109447479,0.87028,0.32409569622039797,0.86224
1,123,32,0.30260945660591126,0.87128,0.32372578416824344,0.8616
1,123,33,0.30280823129653933,0.87048,0.32433350026130675,0.86068
1,123,34,0.3008202077293396,0.8736,0.3247885891723633,0.86096
1,123,35,0.2991024167633057,0.87256,0.3245221856689453,0.86192
1,123,36,0.2977442756652832,0.8744,0.33022079149723055,0.8608
1,123,37,0.29644873233795166,0.87376,0.3236801159477234,0.86236
1,123,38,0.2948652188396454,0.8752,0.3235426870584488,0.86212
1,123,39,0.2940729266834259,0.87552,0.3254144138622284,0.86004
1,123,40,0.2927547924423218,0.87716,0.3261243722248077,0.86132
1,123,41,0.29251265456199643,0.8764,0.33674540093421934,0.85772
1,123,42,0.29107339946746824,0.87768,0.3326475440645218,0.85796
1,123,43,0.29202739221572876,0.8764,0.3262001208972931,0.86164
1,123,44,0.28991071286201475,0.8768,0.32967462697982786,0.85776
1,123,45,0.28750545884609224,0.8794,0.33073711800575256,0.85876
1,123,46,0.28592447685718536,0.88156,0.3291746563148499,0.86032
1,123,47,0.28503676866531374,0.87904,0.32739419189453123,0.86104
1,123,48,0.28395696395874026,0.87908,0.3295243346309662,0.86152
1,123,49,0.2831532551574707,0.88152,0.3404821855354309,0.85332
1,123,50,0.28230850795269014,0.88108,0.3260046884250641,0.86356
1,456,1,0.4658416149330139,0.78992,0.37816647687911986,0.83552
1,456,2,0.35987011100292204,0.84548,0.35195036202430724,0.84944
1,456,3,0.346373188662529,0.85116,0.344232774848938,0.85272
1,456,4,0.34154226239204405,0.85396,0.35124750854492187,0.84704
1,456,5,0.33798573188304903,0.85516,0.3400017764091492,0.85528
1,456,6,0.3349784503746033,0.85668,0.33749858124732973,0.85612
1,456,7,0.3325176002216339,0.8582,0.34184674014091493,0.85236
1,456,8,0.3302431324577332,0.85756,0.33470620017051694,0.8568
1,456,9,0.32898264585494996,0.85972,0.3354068399524689,0.85636
1,456,10,0.3285393570613861,0.8596,0.33278902081489564,0.8582
1,456,11,0.324926750535965,0.86252,0.328346657705307,0.86068
1,456,12,0.3246487109565735,0.86268,0.32776097497940065,0.86168
1,456,13,0.3229746107006073,0.86096,0.3526733728122711,0.84592
1,456,14,0.32134021725177764,0.86252,0.3259638509750366,0.86132
1,456,15,0.318346518573761,0.864,0.3804464518928528,0.83192
1,456,16,0.31728248518943786,0.86448,0.33108166004180906,0.8574
1,456,17,0.31680819076538086,0.86392,0.32689455110549925,0.86008
1,456,18,0.3168530003643036,0.86612,0.3259300965976715,0.86196
1,456,19,0.3133894883060455,0.86636,0.3251318950796127,0.86252
1,456,20,0.31251695335388185,0.86732,0.32446803027153015,0.86172
1,456,21,0.3108085216331482,0.866,0.32312604389190674,0.86284
1,456,22,0.3086410040187836,0.868,0.3253997860050201,0.86196
1,456,23,0.3081425153303146,0.86836,0.3270715224647522,0.86224
1,456,24,0.3071095350646973,0.8688,0.3229532740020752,0.86276
1,456,25,0.3054614390897751,0.86988,0.32500153352737426,0.86188
1,456,26,0.30435086676597595,0.8712,0.32968410725593567,0.85848
1,456,27,0.30209755508422853,0.87184,0.3222484417152405,0.86376
1,456,28,0.3015265393257141,0.87164,0.3287855459213257,0.8584
1,456,29,0.301343107676506,0.8708,0.3228634048175812,0.8616
1,456,30,0.2996658337688446,0.87356,0.32505179841041565,0.8624
1,456,31,0.2983049463748932,0.87336,0.32812513368606566,0.85992
1,456,32,0.29573349137306215,0.87512,0.32248610403537753,0.86188
1,456,33,0.29618003714084623,0.8744,0.32278110754489897,0.86348
1,456,34,0.2940757110214233,0.87632,0.33985023597717284,0.85408
1,456,35,0.29137500005722045,0.87652,0.3294064137649536,0.86064
1,456,36,0.29180668011665345,0.8776,0.3245115501213074,0.86092
1,456,37,0.28970553347587585,0.87884,0.323046013302803,0.86232
1,456,38,0.28662525546073914,0.8794,0.32525774432182314,0.86228
1,456,39,0.2878721781730652,0.87892,0.32342480461120604,0.86332
1,456,40,0.28551426036834715,0.88124,0.3287989687919617,0.85724
1,456,41,0.28499462718963625,0.8822,0.3294371180534363,0.8592
1,456,42,0.28240870339393614,0.882,0.3281258947467804,0.86192
1,456,43,0.280933048787117,0.8842,0.3239131583452225,0.86276
1,456,44,0.2785843162727356,0.88344,0.32689688611030576,0.8602
1,456,45,0.27719471923828126,0.88468,0.3259372179508209,0.8618
1,456,46,0.2771090133571625,0.88496,0.35780284801483153,0.84852
1,456,47,0.27486425574302675,0.88592,0.3278440192604065,0.86028
1,456,48,0.27345074892520904,0.887,0.326524604511261,0.86256
1,456,49,0.27232123296260835,0.88872,0.3276924307012558,0.86036
1,456,50,0.2701817445373535,0.88784,0.33815893483161924,0.8556
1,789,1,0.46154895236968996,0.7962,0.3713962742424011,0.84028
1,789,2,0.35849232144355775,0.84556,0.3500198669052124,0.84988
1,789,3,0.34697673817634583,0.85224,0.34567697473526,0.8514
1,789,4,0.3389973723936081,0.85444,0.3374193467903137,0.85624
1,789,5,0.3360509984111786,0.85648,0.33572252245903017,0.85768
1,789,6,0.33147454558372497,0.85872,0.3364840513420105,0.85552
1,789,7,0.33117042278289793,0.8582,0.3348653094673157,0.85688
1,789,8,0.32764333488941194,0.86104,0.3296962854194641,0.86052
1,789,9,0.3259979871559143,0.86048,0.32866794350624084,0.86032
1,789,10,0.32369373562812803,0.86052,0.3287285387611389,0.85936
1,789,11,0.32239663982868194,0.86272,0.3278079413795471,0.86032
1,789,12,0.3213623253536224,0.86216,0.32686822930812837,0.86084
1,789,13,0.31979796253204346,0.8626,0.32509697591781617,0.86204
1,789,14,0.31813773731231687,0.86524,0.3257445825099945,0.8618
1,789,15,0.3169512387037277,0.86464,0.3320388602924347,0.857
1,789,16,0.3148392627811432,0.86508,0.33524550028800965,0.85504
1,789,17,0.313351194653511,0.86628,0.32417691698551176,0.86248
1,789,18,0.3121501946926117,0.8674,0.3244743900489807,0.86088
1,789,19,0.3115831324958801,0.86732,0.3321403120422363,0.85672
1,789,20,0.3081558505153656,0.86896,0.3245541489315033,0.86264
1,789,21,0.30702869172096253,0.86832,0.32666051522254946,0.86052
1,789,22,0.3062173753929138,0.8696,0.33073454856395723,0.85732
1,789,23,0.3047288455247879,0.86972,0.3292015403413773,0.8586
1,789,24,0.3024814887714386,0.87316,0.3213022114133835,0.86288
1,789,25,0.30038838903427123,0.8718,0.3226239075040817,0.86212
1,789,26,0.2990461465740204,0.87224,0.32276759668827054,0.86292
1,789,27,0.2963734390449524,0.87476,0.348177969121933,0.85264
1,789,28,0.29835008547306063,0.8724,0.32450040778636935,0.86112
1,789,29,0.2936610936832428,0.874,0.3245539039373398,0.86176
1,789,30,0.2914177311515808,0.87648,0.32300107597351074,0.86268
1,789,31,0.29173953372955325,0.876,0.336433403301239,0.8546
1,789,32,0.28736792207717893,0.88016,0.32537553866386415,0.86216
1,789,33,0.2874421119213104,0.87896,0.3326046150827408,0.85756
1,789,34,0.28613032507896424,0.87896,0.3224373329257965,0.86328
1,789,35,0.2845131833362579,0.88132,0.3284188040065765,0.85904
1,789,36,0.28198402829170227,0.8814,0.324792842373848,0.86296
1,789,37,0.2825290130138397,0.88268,0.34642549837112424,0.85156
1,789,38,0.27951684720039366,0.88264,0.3230323631286621,0.8636
1,789,39,0.27540984776496885,0.8866,0.32495439139842985,0.86272
1,789,40,0.27738637117385867,0.88372,0.32491066564559934,0.862
1,789,41,0.2737345732021332,0.88656,0.32736389176368713,0.861
1,789,42,0.27246368346214295,0.88712,0.3391417913913727,0.85436
1,789,43,0.2703421874141693,0.88832,0.3297277773237228,0.86192
1,789,44,0.26967559370040894,0.88884,0.34689381104469297,0.851
1,789,45,0.26739643650054934,0.88932,0.3255040340805054,0.86316
1,789,46,0.2662207868480682,0.89,0.34458148498535157,0.8558
1,789,47,0.26410743599176406,0.89008,0.327620142326355,0.86384
1,789,48,0.2638123795604706,0.89112,0.3254542301559448,0.86424
1,789,49,0.26412108828544617,0.89088,0.3294554181194305,0.86116
1,789,50,0.25770253902435303,0.89524,0.32900973934650424,0.8624
1,1011,1,0.46852415939331055,0.7914,0.3726552495574951,0.83888
1,1011,2,0.35959072209358217,0.84724,0.3494691303539276,0.85064
1,1011,3,0.34674320219993593,0.85132,0.34489584124565126,0.85264
1,1011,4,0.3411557796573639,0.85452,0.3386026901435852,0.85608
1,1011,5,0.33827292604446413,0.85476,0.34127642119407653,0.85276
1,1011,6,0.3362482813835144,0.8566,0.340349071931839,0.85532
1,1011,7,0.3323114464855194,0.85756,0.33533969356536864,0.85816
1,1011,8,0.3315754810619354,0.85844,0.33205352206230165,0.85908
1,1011,9,0.3298186520767212,0.86192,0.3366651797103882,0.85596
1,1011,10,0.3272718087053299,0.85996,0.33180548320770265,0.8594
1,1011,11,0.32491797501564024,0.8614,0.34819068517684937,0.8482
1,1011,12,0.3249869807052612,0.86148,0.32746146924972536,0.86116
1,1011,13,0.3224085206890106,0.86256,0.3291882957839966,0.859
1,1011,14,0.32030105052948,0.8634,0.32621979811668395,0.86136
1,1011,15,0.3208094611358643,0.86324,0.32845053787708284,0.86076
1,1011,16,0.32022550184249876,0.86316,0.32632539489746093,0.86004
1,1011,17,0.31676145845413206,0.86512,0.3293477312469482,0.85896
1,1011,18,0.31610598505973814,0.8678,0.32391244075775144,0.86264
1,1011,19,0.31507546261787417,0.8664,0.3263710399580002,0.86084
1,1011,20,0.31342491216659546,0.86632,0.33222570835113524,0.85812
1,1011,21,0.31155616666793823,0.86912,0.333629973897934,0.85848
1,1011,22,0.31091435638427734,0.86848,0.3258403066825867,0.86072
1,1011,23,0.30965650820732116,0.86952,0.33356976041793823,0.85544
1,1011,24,0.30948876407146453,0.8672,0.32390209429740907,0.86184
1,1011,25,0.3084583042812347,0.86824,0.3258132431077957,0.86164
1,1011,26,0.3042629321479797,0.86984,0.3234486355495453,0.86264
1,1011,27,0.30355266444206236,0.87004,0.32895203960895536,0.85952
1,1011,28,0.3020618221950531,0.87276,0.33400745290756223,0.855
1,1011,29,0.30105084069252014,0.87292,0.32540348183631895,0.8606
1,1011,30,0.2994811055660248,0.87368,0.32990833890914917,0.8586
1,1011,31,0.2994594549846649,0.87388,0.3333300364923477,0.85644
1,1011,32,0.29735259580612183,0.87296,0.3245713403177261,0.86228
1,1011,33,0.2968402632236481,0.87392,0.32293062960624697,0.86352
1,1011,34,0.2957427723789215,0.87668,0.32669332140922547,0.86088
1,1011,35,0.2934107865715027,0.87612,0.3243421323633194,0.86148
1,1011,36,0.2921929341983795,0.87564,0.32292312960147856,0.86308
1,1011,37,0.2919626157474518,0.87672,0.33038020872116086,0.85772
1,1011,38,0.28919146894454956,0.87652,0.323513817486763,0.86224
1,1011,39,0.2895957517766953,0.87692,0.329158503279686,0.86044
1,1011,40,0.28742462070465086,0.87912,0.325247076215744,0.86144
1,1011,41,0.2840092477416992,0.8816,0.32461182000637057,0.86216
1,1011,42,0.28565880176067354,0.87972,0.3231955207443237,0.86312
1,1011,43,0.2827173885393143,0.88372,0.3294857723903656,0.85836
1,1011,44,0.28289876169204714,0.8818,0.3522365168738365,0.84828
1,1011,45,0.2803586375808716,0.88356,0.3249416435050964,0.86316
1,1011,46,0.27974823303222657,0.88356,0.32477242064476014,0.86276
1,1011,47,0.27710601179122923,0.8844,0.3368187237071991,0.8586
1,1011,48,0.2769138366365433,0.88392,0.32593727526664734,0.86268
1,1011,49,0.2747233020782471,0.88552,0.3301304429292679,0.8606
1,1011,50,0.2722939696788788,0.88784,0.3293433557033539,0.8612
2,42,1,0.45695329065322876,0.79588,0.3691552281951904,0.84068
2,42,2,0.3584404345989227,0.8454,0.3489943168735504,0.85004
2,42,3,0.3473185060501099,0.85064,0.3411308322811127,0.85452
2,42,4,0.34171152665138244,0.85264,0.351031937007904,0.84876
2,42,5,0.336211525387764,0.85656,0.33857705039978025,0.85668
2,42,6,0.3339526505088806,0.85696,0.333814691991806,0.85692
2,42,7,0.328991441655159,0.85916,0.33108145104408265,0.8596
2,42,8,0.32837727025032043,0.86104,0.33234986684799195,0.85828
2,42,9,0.3263777614402771,0.861,0.3433881858968735,0.8498
2,42,10,0.32436826393127444,0.85992,0.3283842773246765,0.86056
2,42,11,0.3234302997303009,0.8628,0.32610786528587343,0.86124
2,42,12,0.3220653211545944,0.86204,0.327087463555336,0.86032
2,42,13,0.3191016537189484,0.86204,0.3252232116651535,0.86208
2,42,14,0.3176162625694275,0.8638,0.32694263603687285,0.86056
2,42,15,0.31656653025627135,0.86508,0.3243172421169281,0.86204
2,42,16,0.3145491798734665,0.86524,0.3262388557386398,0.8602
2,42,17,0.31150474264144895,0.86656,0.33092771438598634,0.8568
2,42,18,0.31172243783950804,0.86652,0.38707733164310454,0.82008
2,42,19,0.3110286887359619,0.868,0.327176912484169,0.85976
2,42,20,0.30796967570304873,0.8684,0.3237154111099243,0.86212
2,42,21,0.30480919967651365,0.87096,0.32664080605506896,0.86016
2,42,22,0.3058530751800537,0.8704,0.3238342363166809,0.86172
2,42,23,0.30272295724868775,0.87124,0.3216566245651245,0.86336
2,42,24,0.30206692836761473,0.87084,0.3531719862794876,0.84552
2,42,25,0.3002040246677399,0.87224,0.3259051603460312,0.86088
2,42,26,0.2972776816654205,0.874,0.32538072320461275,0.86196
2,42,27,0.2966819194507599,0.87356,0.32070327587604525,0.86272
2,42,28,0.29290544244766237,0.87528,0.3317127793550491,0.85868
2,42,29,0.2937907294750214,0.87728,0.3220868335676193,0.8642
2,42,30,0.29135364513397216,0.8788,0.3293593364429474,0.86128
2,42,31,0.29065056505203246,0.87972,0.3214495869064331,0.8624
2,42,32,0.2879914480876923,0.87816,0.33921788865089414,0.85416
2,42,33,0.2859433345603943,0.88148,0.32635048431396485,0.86128
2,42,34,0.2837988436031342,0.88192,0.3256752333641052,0.86116
2,42,35,0.28406790410995486,0.8818,0.32412407727241516,0.86188
2,42,36,0.2825447292280197,0.881,0.3297366103363037,0.86076
2,42,37,0.2816662112903595,0.8816,0.32931667182922364,0.86116
2,42,38,0.2762930432987213,0.88404,0.32692307816028593,0.86196
2,42,39,0.27587263879776003,0.88584,0.3322161538028717,0.85928
2,42,40,0.27389652672290804,0.88628,0.33697897164344787,0.857
2,42,41,0.27252495014190675,0.88896,0.32781841081142427,0.86136
2,42,42,0.2700887193489075,0.88756,0.3288237767457962,0.86048
2,42,43,0.2699465542793274,0.88652,0.32707332374572756,0.86444
2,42,44,0.2672755566978455,0.89056,0.3299854281616211,0.86156
2,42,45,0.2648463515806198,0.89184,0.3304799813365936,0.85996
2,42,46,0.26213371319293977,0.89176,0.3262401360559464,0.86308
2,42,47,0.2619355250072479,0.89272,0.32807863011360167,0.86236
2,42,48,0.2624662581348419,0.8924,0.32934107618808744,0.86248
2,42,49,0.256935518116951,0.89524,0.3306519342803955,0.86256
2,42,50,0.25840324367523193,0.89316,0.3406215279006958,0.85708
2,42,51,0.25333979961395264,0.8968,0.3318136503124237,0.861
2,42,52,0.2530804177427292,0.8964,0.33211952701568603,0.86164
2,42,53,0.25035380951404573,0.89792,0.332722136220932,0.86028
2,42,54,0.2485884381866455,0.89992,0.33455102345466614,0.8592
2,42,55,0.24804115181922912,0.90008,0.3410054686498642,0.85828
2,42,56,0.24396221779346466,0.9012,0.3457904654312134,0.8568
2,42,57,0.24095197381973266,0.9038,0.3365053301477432,0.862
2,42,58,0.2434962410926819,0.90048,0.3404212225914001,0.85716
2,42,59,0.23819975262641907,0.90456,0.34059041790008543,0.85924
2,42,60,0.2373011037349701,0.90396,0.33833943331718447,0.86076
2,42,61,0.2367015224647522,0.90372,0.3431296728420258,0.85796
2,42,62,0.234214752035141,0.9052,0.3397948321676254,0.85884
2,42,63,0.23056981196403503,0.90848,0.34482242461204526,0.85904
2,42,64,0.23038609952926636,0.90764,0.33992817393779756,0.8602
2,42,65,0.22808480312347412,0.90948,0.34380291902542115,0.85884
2,42,66,0.2253366580581665,0.9096,0.3442764049100876,0.85952
2,42,67,0.2248256626224518,0.91088,0.34949521725654603,0.85712
2,42,68,0.222496884226799,0.91132,0.3514751748228073,0.85804
2,42,69,0.2204980839252472,0.91376,0.35264354321956637,0.85872
2,42,70,0.21939590877532958,0.91252,0.3658569397449493,0.84728
2,42,71,0.21495168101787568,0.914,0.3556367596435547,0.85488
2,42,72,0.21368074451923372,0.91564,0.3618979621839523,0.85412
2,42,73,0.2112512475633621,0.91552,0.36210924211502077,0.85196
2,42,74,0.2090580135822296,0.9172,0.35264039868354796,0.85772
2,42,75,0.20738604498147964,0.9172,0.3744136114883423,0.84864
2,42,76,0.20570456075668336,0.91896,0.36543780757904054,0.85356
2,42,77,0.20442271971702575,0.91988,0.3618628291988373,0.85556
2,42,78,0.2014314110660553,0.92068,0.36371636920928957,0.85476
2,42,79,0.19982147220134736,0.92172,0.36340657767295836,0.8562
2,42,80,0.19947382264614105,0.9226,0.36606366522312167,0.85536
2,42,81,0.19483289877414703,0.92404,0.36770482800006865,0.8534
2,42,82,0.19418880088806154,0.92344,0.36860336261749266,0.8564
2,42,83,0.18959315050125122,0.92628,0.3662609447622299,0.8544
2,42,84,0.19086555230140687,0.92688,0.36645552144050597,0.8544
2,42,85,0.185742649435997,0.92852,0.37790286280155183,0.8522
2,42,86,0.18519070027351378,0.92912,0.3842592047595978,0.84712
2,42,87,0.18272203533172607,0.92888,0.3820674982452393,0.85208
2,42,88,0.18146186058521271,0.93052,0.3799720054531097,0.85236
2,42,89,0.17867982707023622,0.93116,0.39008223415374754,0.8484
2,42,90,0.17721980546474456,0.93264,0.38237394558429716,0.85452
2,42,91,0.1741563610315323,0.93492,0.37961958384513855,0.85452
2,42,92,0.17316595110416413,0.93476,0.3892179590082169,0.84884
2,42,93,0.17269674941062926,0.9342,0.3808336079788208,0.85292
2,42,94,0.16987830529212952,0.93684,0.38868939859867097,0.85032
2,42,95,0.16391052865505218,0.94,0.3865752605295181,0.85436
2,42,96,0.16234478082180023,0.9388,0.389007637090683,0.84876
2,42,97,0.16168687359809875,0.93988,0.39711403867721556,0.84768
2,42,98,0.1616691492843628,0.9404,0.40194588703632356,0.84796
2,42,99,0.15641932221412658,0.9418,0.4086160158824921,0.84492
2,42,100,0.1546459635782242,0.94408,0.40510535593986513,0.84928
2,123,1,0.4662650514793396,0.79892,0.37241132341384886,0.8396
2,123,2,0.3596250525665283,0.84468,0.34987738985061645,0.85016
2,123,3,0.35036634362220764,0.84972,0.343552312412262,0.85404
2,123,4,0.3412574023389816,0.8536,0.3422377074241638,0.85356
2,123,5,0.33865735067367553,0.85444,0.3376497431755066,0.85704
2,123,6,0.33466582159996033,0.8572,0.3355267857551575,0.85824
2,123,7,0.332204273481369,0.85776,0.3505940994262695,0.84588
2,123,8,0.33077116599559786,0.85892,0.3359704485416412,0.85596
2,123,9,0.32778871891021727,0.86048,0.3317494581270218,0.8604
2,123,10,0.32937432715415954,0.85892,0.33937874262809753,0.85364
2,123,11,0.32838243776321413,0.86072,0.3316421236991882,0.85832
2,123,12,0.32661572564125063,0.86048,0.33033028374671936,0.85952
2,123,13,0.3228634726142883,0.86236,0.327827546043396,0.86172
2,123,14,0.3231173193740845,0.86348,0.32657952196121215,0.86128
2,123,15,0.32076139837265016,0.86248,0.32669275753974913,0.8614
2,123,16,0.31835019843101503,0.86456,0.3275327076435089,0.8616
2,123,17,0.3195531086921692,0.86412,0.3289137103366852,0.86064
2,123,18,0.31727789781570437,0.8654,0.3261904664802551,0.85992
2,123,19,0.31681280660629274,0.86464,0.3360237357807159,0.85668
2,123,20,0.31468869557857515,0.867,0.3273561936759949,0.86164
2,123,21,0.3141542323112488,0.86784,0.3242297570133209,0.86252
2,123,22,0.31030112762451173,0.86764,0.3258211680269241,0.86116
2,123,23,0.3103867651557922,0.86636,0.3259164271068573,0.86264
2,123,24,0.3107410162067413,0.8676,0.3235513241863251,0.86256
2,123,25,0.3079971204566956,0.86888,0.32557784521102906,0.86072
2,123,26,0.3112411462211609,0.86908,0.32506004320144655,0.86092
2,123,27,0.3081061436462402,0.869,0.33415657218933104,0.85516
2,123,28,0.30603234156608583,0.8676,0.32422286336898803,0.86156
2,123,29,0.3041210140800476,0.87068,0.3278126213645935,0.86004
2,123,30,0.30423771399497984,0.8708,0.3240169877243042,0.86224
2,123,31,0.3021136109447479,0.87028,0.32409569622039797,0.86224
2,123,32,0.30260945660591126,0.87128,0.32372578416824344,0.8616
2,123,33,0.30280823129653933,0.87048,0.32433350026130675,0.86068
2,123,34,0.3008202077293396,0.8736,0.3247885891723633,0.86096
2,123,35,0.2991024167633057,0.87256,0.3245221856689453,0.86192
2,123,36,0.2977442756652832,0.8744,0.33022079149723055,0.8608
2,123,37,0.29644873233795166,0.87376,0.3236801159477234,0.86236
2,123,38,0.2948652188396454,0.8752,0.3235426870584488,0.86212
2,123,39,0.2940729266834259,0.87552,0.3254144138622284,0.86004
2,123,40,0.2927547924423218,0.87716,0.3261243722248077,0.86132
2,123,41,0.29251265456199643,0.8764,0.33674540093421934,0.85772
2,123,42,0.29107339946746824,0.87768,0.3326475440645218,0.85796
2,123,43,0.29202739221572876,0.8764,0.3262001208972931,0.86164
2,123,44,0.28991071286201475,0.8768,0.32967462697982786,0.85776
2,123,45,0.28750545884609224,0.8794,0.33073711800575256,0.85876
2,123,46,0.28592447685718536,0.88156,0.3291746563148499,0.86032
2,123,47,0.28503676866531374,0.87904,0.32739419189453123,0.86104
2,123,48,0.28395696395874026,0.87908,0.3295243346309662,0.86152
2,123,49,0.2831532551574707,0.88152,0.3404821855354309,0.85332
2,123,50,0.28230850795269014,0.88108,0.3260046884250641,0.86356
2,123,51,0.28091758064270017,0.88252,0.32686330169677735,0.86248
2,123,52,0.2809947730445862,0.88216,0.32680723794937133,0.86168
2,123,53,0.2799169455909729,0.8842,0.32972122418403627,0.86108
2,123,54,0.2767636656856537,0.88456,0.3261820276403427,0.86304
2,123,55,0.2741859144115448,0.88608,0.3264224835586548,0.8612
2,123,56,0.27530701439857486,0.88588,0.3268440505695343,0.86156
2,123,57,0.27219590983390807,0.887,0.32777399197578433,0.86256
2,123,58,0.27111073929786683,0.88872,0.32903147580623626,0.86224
2,123,59,0.2707226686954498,0.8868,0.3281316174221039,0.86056
2,123,60,0.26855234102725983,0.88812,0.3310900113296509,0.86216
